"Median_house_value","Median_household_income","Mean_household_income","POPULATION","Total_units","Vacant_units","Owners","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","LATITUDE","LONGITUDE"
678700,125000,146915,5956,1788,54,70.4,5.6,3.47,2.68,37.686403,-121.866409
647100,121406,114858,3152,1148,57,74.9,5.7,2.82,2.55,37.673698,-121.86979
401700,89875,97734,3618,1553,96,53.4,3.8,2.08,2.08,37.707005,-121.863099
820800,172292,189096,2115,611,35,91.7,7,2.77,3.5,37.714489,-121.864027
866300,156250,182484,5262,1485,80,90,7.8,3.64,2.84,37.721597,-121.856274
636400,121848,154727,7081,2389,171,75.7,6.4,3.04,2.93,37.698254,-121.707517
898100,182534,195804,4011,1317,26,98.6,8.1,3.11,5.33,37.653118,-121.781995
441700,95295,111445,6595,2607,114,73,5.6,2.98,2.25,37.71108,-121.738345
464100,94864,107408,3634,1291,30,81.6,6,2.73,4.03,37.722142,-121.740212
495800,104961,125139,6560,2388,44,86.3,6.4,2.61,2.98,37.688697,-121.795745
559100,86930,103014,5850,2276,83,63.9,6.1,2.85,2.42,37.693188,-121.764885
446300,91875,102028,2220,775,97,75.8,5.6,3.45,3.25,37.69124,-121.784165
408300,69452,75466,6610,2174,55,41,4.6,2.4,3.33,37.685292,-121.779174
705500,89722,109988,4668,1757,25,63.3,6.2,2.73,2.33,37.675984,-121.741825
466800,83216,99505,5660,2127,124,58,5.7,2.92,2.25,37.683688,-121.748577
474600,103382,106788,1509,590,0,90.5,6,2.73,3.05,37.691072,-121.736502
607500,105000,114454,3337,1140,0,91.5,7.2,2.65,3.67,37.689443,-121.725131
483500,82979,89901,3138,1128,136,48.6,5.1,3.19,2.95,37.682408,-121.727563
752100,112480,138990,4617,1790,85,72.3,6.6,2.95,2.09,37.670965,-121.761705
540700,85887,95071,6224,2840,268,67,5,2.39,1.91,37.671706,-121.776066
463100,84900,95364,3102,1051,41,72,6.1,2.94,3.42,37.671642,-121.788228
594500,119803,132401,3859,1330,71,90.4,6.9,3.12,3.68,37.667847,-121.800524
586800,112522,118319,4449,1641,98,79.7,6.3,2.72,2.52,37.662511,-121.788358
427800,157202,166634,540,285,14,39.5,3.8,1.47,1.27,37.795297,-122.272893
395600,59018,81595,1175,1772,1415,80.4,4.4,3.16,3.6,38.728298,-119.847603
296100,57404,72696,3907,2810,895,96,5.3,1.94,2.04,38.461746,-120.556546
298200,54271,65311,1867,1567,795,86.4,5.1,2.76,1.83,38.454052,-120.523468
353500,51548,91227,4672,2510,425,81.2,5.2,2.22,3.26,38.469552,-120.757586
331700,65167,71661,5871,798,98,80,5.5,2.69,3.06,38.396115,-120.93845
295100,63891,75869,5073,2280,303,71.6,5.3,2.48,2.19,38.361906,-120.91234
283800,55625,68578,3946,1728,361,76.6,5.3,2.72,2.92,38.292106,-120.905898
329900,46142,58868,5020,2445,356,62.9,5.3,2.13,2.34,38.386003,-120.757167
324400,58068,79250,4740,2375,188,83.6,5.6,2.41,2.42,38.396074,-120.65693
381600,58309,65825,2995,1430,239,71.5,5.3,2.15,1.94,38.347563,-120.743723
256200,52694,69081,3900,1647,180,71.3,5.4,2.25,2.82,39.757849,-121.824923
311000,73313,79531,3902,1203,72,68.8,5.3,2.78,2.94,39.766119,-121.81919
286500,45417,55309,5636,2558,151,52.6,5.2,2.58,2.31,39.767374,-121.836338
232500,39022,50369,4052,1807,121,51.8,4.7,2.15,2.1,39.772494,-121.861055
181300,36694,47112,3723,1875,244,53.9,4.7,2.02,1.88,39.765327,-121.849339
201500,36966,43277,4410,1875,170,32,4.2,2.37,2.1,39.760097,-121.860012
213800,57576,70618,1771,625,83,54.2,4.8,2.9,2.38,39.773306,-121.88698
337300,63385,79283,7030,3097,101,73.7,5.8,2.31,2.82,39.756521,-121.873828
362700,45714,65900,4333,1665,165,67.5,5.6,2.75,2.55,39.734231,-121.874197
303300,24388,43770,4204,2019,401,20.8,4.5,2.3,2.5,39.729937,-121.85992
327800,59321,70779,3304,1377,28,64.3,6,2.38,2.63,39.744407,-121.864839
303600,21867,38539,3130,1154,80,21.4,4.3,2.23,2.27,39.735472,-121.849527
318800,17057,28282,4217,1765,383,13.4,4.3,2.21,2.55,39.735654,-121.857557
293000,37625,52290,4694,2613,292,36.8,4.5,2,2.25,39.743162,-121.839555
296600,60792,78761,5295,2396,123,64.7,5.8,2.35,2.4,39.750097,-121.81891
343800,90582,92735,2142,957,40,67.8,5,2.67,2.33,39.727073,-121.775788
289100,41132,53230,6117,2645,232,36.8,4.5,2.69,2.21,39.729458,-121.800295
344600,53224,70911,6071,2817,133,59.5,5.6,2.46,1.87,39.746437,-121.796321
295100,28513,36590,4801,2463,256,17.3,4.1,2.16,2.38,39.728123,-121.834854
310000,33417,59810,4572,1937,399,36.5,5.2,2.13,3.01,39.717132,-121.848362
238600,34571,44319,3556,1693,192,31.2,4.7,2.57,2.46,39.717581,-121.831388
208600,31660,39838,4169,1569,246,36.9,4.8,2.42,2.98,39.724697,-121.820777
414100,70382,84783,5797,2133,143,84.3,6.4,2.71,3.42,39.78958,-121.905061
467200,64615,94120,5297,2200,241,70.4,6,2.81,2.84,39.650158,-121.80052
366200,68304,103163,5266,2663,684,89.6,5.4,2.52,2.72,39.822449,-121.726501
179600,40926,52040,5739,2724,550,68.3,5.2,2.3,2.92,39.823817,-121.606136
184700,37537,43646,2852,1334,117,78.7,5.1,2.41,2.29,39.822685,-121.601733
168500,42939,53361,3060,1450,195,82.6,5.7,2.7,2.38,39.859671,-121.583869
192700,35891,52714,5640,2696,156,76.1,5,2.01,2.49,39.779828,-121.60664
268300,43777,56689,3373,1602,174,83.3,5.2,2.28,2.15,39.782663,-121.580528
224500,40135,57364,5184,2428,170,65.9,5.2,2.62,2.09,39.759683,-121.588137
220900,46431,49464,4599,2317,240,62.9,5,2.12,2.13,39.762136,-121.622787
290100,50924,59942,5156,2589,280,75.2,5.1,2.32,1.62,39.734048,-121.634341
240000,34111,56545,5331,2500,151,81.5,5.4,2.21,2.19,39.724537,-121.587393
195300,35570,49140,5157,2803,712,79.6,5,2.29,2.16,39.61371,-121.40204
188900,40290,51618,4930,1717,104,36.1,4.7,2.56,3.01,39.534419,-121.560489
229800,57465,72825,2324,1233,106,89.6,5.6,2.46,2.26,39.495316,-121.46568
226600,52415,67740,3455,1835,231,82,5.6,2.34,2.73,39.524347,-121.471964
212800,47548,56364,5478,2278,42,64.7,5.6,2.54,2.31,39.514717,-121.531173
170500,25293,32383,4275,2119,336,25.3,4.3,2.12,2.17,39.508624,-121.559624
171000,37955,49761,3060,867,29,63.7,5.3,2.99,4.66,39.518248,-121.593476
66500,24462,32747,3140,1076,131,56.9,5.1,3.15,3.55,39.49677,-121.543805
148000,35625,38090,3531,1257,147,50.1,4.8,3.09,3.17,39.482672,-121.54539
209500,53176,63458,4396,1703,117,81.5,5.6,2.71,2.59,39.490494,-121.514805
149500,42381,51146,4234,1552,134,77.2,5,2.87,2.65,39.439276,-121.537195
268800,45372,53869,4852,1804,253,78.6,5.2,3.08,2.58,39.407494,-121.506459
246600,37413,51840,2956,1081,84,50.1,5.4,2.69,3.1,39.351899,-121.666252
207800,50365,57986,3222,1165,108,67.2,5.5,2.72,2.83,39.368248,-121.705883
215700,38468,47864,4758,1487,161,65.9,4.9,3.34,3.32,39.356741,-121.702132
200000,44042,56527,3404,1351,198,61.9,5.4,2.97,3.39,39.423679,-121.705308
159100,38110,47290,4505,1868,284,74,4.9,2.71,3.25,39.504968,-121.596539
308000,66635,78528,4434,2778,889,79.5,5.7,2.3,3.3,37.942198,-120.622631
277000,48643,57441,4463,2283,358,72.7,5.1,2.02,2.54,38.074642,-120.552153
272800,45500,67766,4046,2129,317,72.8,5.2,2.32,1.99,38.129549,-120.463545
350200,67367,81108,9515,4094,250,84.6,5.7,2.54,3.38,38.169293,-120.868127
253500,72990,78087,5515,2431,287,83.1,5.5,2.73,2.99,38.122358,-120.846521
279000,46294,59228,6969,3411,556,72.8,5,2.11,2.13,38.223712,-120.632002
238700,40742,48033,4032,2370,557,79.9,4.6,2.37,2.34,38.367981,-120.524374
452100,59277,74450,3332,2644,1270,78.4,5.5,2.32,2.92,38.204316,-120.382689
470200,50944,74846,2330,3482,2658,80.2,5.3,1.98,2.01,38.241108,-120.344586
295900,49464,60662,5183,1792,183,66.6,5.2,3.31,3.1,39.010841,-122.036374
248400,56540,68946,5121,1973,152,65.6,5.4,2.85,2.92,39.203518,-122.010599
196500,49956,60462,6055,1794,78,56.5,5.2,3.54,3.13,39.150416,-122.157125
213600,44444,66604,2495,1158,338,68.3,5.1,2.65,3.06,39.313005,-122.248025
213100,39931,52063,2565,1133,110,62.6,5,2.17,2.39,39.216144,-122.007993
227100,37972,59423,3659,1814,359,81.4,4.6,2.24,2.19,38.012923,-121.633225
214800,56458,68134,6592,2332,175,71.6,5.7,2.99,2.03,37.997336,-121.728285
238000,86833,94305,3779,1342,158,89.9,6.2,3.23,2.5,38.004015,-121.721984
267600,73243,74881,6347,2109,127,64.8,5.8,2.9,3.46,37.986813,-121.704753
319600,75833,86831,7718,2275,173,74,6.1,3.57,3.72,37.983404,-121.687377
355800,85441,90942,5641,1629,197,70.7,6.7,3.74,4.06,37.969131,-121.752392
295400,96410,108279,10039,3030,107,89.4,6.8,3.5,3.43,37.985017,-121.728421
437500,77985,90349,7624,2242,163,64.7,6.4,3.57,3.15,37.958651,-121.709148
352300,64567,76897,10812,3299,242,62,5.8,2.86,3.03,37.939184,-121.685408
391100,99119,109460,9989,3092,239,74.7,7.4,3.7,3.23,37.94752,-121.756026
398800,106815,119535,7080,2135,214,90.7,7.9,3.65,3.97,37.942089,-121.716182
464800,99263,114381,8491,2646,295,84.2,7.4,3.3,3.39,37.944365,-121.731073
235400,62608,82988,4182,1484,55,72.6,5.5,2.92,4,37.929315,-121.708829
413400,81232,92233,8309,3214,78,87.2,6.1,2.3,2.39,37.918887,-121.709582
544300,107582,117047,3718,1131,80,90.5,7.3,3.35,2.86,37.916434,-121.743083
496700,71850,86323,1426,547,56,79.2,6.7,2.67,2.06,37.873133,-121.639838
553900,75948,113134,3433,1769,239,72.9,6.4,2.42,2.66,37.902629,-121.593885
617900,112661,153058,3738,1809,199,90.6,6.1,2.47,1.3,37.89967,-121.608565
338400,102250,102538,6738,2048,213,80.9,6.8,3.14,3.72,37.911994,-121.619981
242800,40457,52875,6620,2504,498,26.4,4.3,2.8,2.95,38.011224,-121.815857
233600,63201,75111,2985,1134,51,81.6,5.9,2.72,3.38,38.001877,-121.768476
266100,50964,64523,4881,1842,169,53.2,5.5,3.01,3.4,38.005384,-121.80025
357600,46083,61592,3324,1264,132,50.7,5.1,2.89,2.53,38.008939,-121.789816
248800,70278,82142,4166,1533,105,72.4,5.8,3.06,2.59,37.986621,-121.815497
186100,48980,67284,5038,1859,242,54.9,4.9,2.71,3.22,38.000382,-121.815006
191300,39423,47498,3467,1185,143,47.2,5,2.89,2.92,38.00136,-121.849542
172700,45833,49354,3933,1652,366,31.7,4.1,2.96,3.22,38.003941,-121.827392
240300,52578,62157,4300,1357,79,74.8,6,3.09,3.44,37.994589,-121.831097
211500,55283,63171,6595,2747,350,55.9,4.9,2.83,2.49,37.991468,-121.835198
280500,61864,72767,7229,2534,294,65.8,6.3,2.97,3.78,37.991657,-121.797117
349200,100888,113608,4194,1387,150,87.7,7.2,3.22,4.13,37.988061,-121.768342
300500,57500,73066,2771,1089,229,71.7,5.7,2.68,2.25,38.033162,-121.884591
253400,45087,60095,5641,1742,211,54.3,5.2,3.76,3.68,38.026576,-121.889725
217100,51544,56007,5001,1558,199,47.5,5.2,3.44,4.05,38.022091,-121.895688
307000,26930,43610,2292,805,69,42.4,5,2.95,3.31,38.016912,-121.875201
244800,48762,59290,7251,2953,247,47.7,4.9,2.69,2.65,38.005558,-121.88237
277400,63365,72565,3984,1409,146,64.7,5.6,2.9,3.42,38.003525,-121.865435
369100,71339,104041,7723,2512,87,63.3,6.2,3.1,3.03,37.99375,-121.876968
322800,82770,80025,3222,1002,29,83.4,6.4,3.45,3.73,38.013787,-121.930076
339600,72132,81332,5542,1861,182,64.8,5.6,3.24,2.68,37.998058,-121.902893
271500,101471,133716,1724,530,0,87.4,6.6,3.39,5,38.017264,-121.916537
230900,51184,61109,5757,1672,84,54.3,5.7,3.76,4.51,38.01379,-121.898773
187800,48640,61709,5923,1728,107,78.7,5.4,3.56,4.24,38.023643,-121.919006
214000,48214,55942,5546,1785,103,47.1,4.8,3.31,3.12,38.029855,-121.948947
275300,35571,51284,7118,2687,297,43.4,4.6,3.13,3.18,38.023611,-121.943509
162300,42307,56729,6482,1867,94,71.5,5.5,3.33,5.05,38.034823,-121.968166
389200,97938,99185,3281,1255,40,84,5.6,2.69,2.46,38.027005,-121.990358
565800,30993,39353,1483,492,69,13.2,3.3,1.57,1.75,38.016917,-122.135867
353300,60972,72172,2144,1097,42,45.9,4.3,2.1,1.88,38.014579,-122.130653
381100,58100,72325,3267,1567,127,50,4.6,2.08,2.14,38.004511,-122.134912
354900,54453,67269,7412,3221,135,50.5,5,2.42,2.07,38.005134,-122.120842
407400,48350,64991,3615,1296,23,61.5,5.7,2.97,2.89,38.011322,-122.094221
484200,108654,115557,2805,1060,18,92,6.5,2.58,2.18,37.999403,-122.106877
446500,81484,104383,6216,2542,106,63.9,5.4,2.68,2.27,37.996391,-122.090238
463200,93036,101169,6549,2520,28,82,5.8,2.43,2.32,37.988371,-122.097802
541200,105192,112337,6689,2808,0,88.8,6.3,2.31,2.95,37.97577,-122.092622
581600,90000,106459,4518,1832,130,78.8,6.4,2.53,3.01,37.967391,-122.108262
371700,54828,67467,5533,2383,77,50.9,4.7,2.41,2.42,37.980135,-122.072544
583100,98479,114884,6085,2651,154,70.4,5.7,2.53,2.55,37.961615,-122.074673
552900,91019,106209,4352,1771,109,77.7,5.9,2.67,2.71,37.95079,-122.071874
400500,55478,69688,4615,2833,148,18.2,3.3,2.29,1.6,37.936251,-122.056001
491800,64741,79446,5141,2636,94,29.5,4,2.45,1.78,37.952222,-122.060338
589000,69941,102605,5514,2219,13,68.8,5.7,2.65,2.01,37.935431,-122.074545
692300,110313,121737,3437,1416,51,77.1,6.2,2.58,2.56,37.938647,-122.087631
125800,47750,58624,6695,2956,200,73.7,4.9,2.38,2.94,37.993691,-122.048159
113900,29773,47186,2281,1401,93,2.9,2.9,1.42,1.69,37.976632,-122.036231
355800,61324,72940,6309,2424,10,55.9,5.2,2.72,2.53,37.995762,-122.034003
361700,77401,85754,5353,2081,141,76,5.5,2.94,3.1,37.989645,-122.026766
398500,65000,80375,7013,2804,174,62.4,5.4,2.36,2.53,37.976595,-122.013132
380500,73415,85764,7534,2966,66,75.6,5.7,2.61,3.2,37.982732,-121.999242
470300,78309,93716,4091,1542,29,78.5,6.1,2.77,2.31,37.96337,-121.972151
479200,73048,91795,3855,1633,0,78.8,5.8,2.55,2.82,37.958181,-121.959237
457400,93886,101673,5926,2293,104,78.6,6.3,2.76,2.89,37.969103,-121.985681
410500,59375,72783,3749,1547,72,51,5.3,2.65,2.22,37.963224,-122.001193
331600,63028,85522,7367,3387,223,58.1,4.8,2.32,2.3,37.955748,-121.976686
548600,112822,113478,4767,1779,76,84.9,6.8,2.91,3.06,37.951758,-121.987477
913100,110335,138684,6794,2833,58,74.5,6.3,2.61,1.95,37.875715,-122.057107
419200,75435,83145,3358,1314,32,75.4,5.2,2.93,2.52,37.96929,-122.020569
289600,41175,47256,4802,1697,244,20,3.8,3.07,3.04,37.967087,-122.034643
219100,41734,48371,7595,2804,281,19.3,3.8,2.08,2.96,37.967565,-122.040533
311200,66750,74747,4032,1150,75,67.3,5.2,3.49,3.61,37.960549,-122.04588
232200,30712,42043,5701,1784,207,17.8,3.8,3.2,3.73,37.954627,-122.044896
618300,97333,119762,3200,1212,86,81.1,6.4,2.94,2.57,37.958323,-122.013528
352600,54972,71037,7183,3233,161,73.7,5,2.09,2.55,37.950959,-122.026848
681100,119943,143276,6098,2353,151,79.5,6.9,2.81,2.66,37.939581,-122.011453
284000,47621,55652,4996,1857,152,65.6,4.8,2.21,2.95,37.948799,-122.044359
494000,92222,110668,3601,1415,89,86.1,6.5,2.78,4.1,37.941229,-122.042199
660100,110241,124746,3790,1448,15,88,7.2,2.44,2.48,37.932962,-122.03411
481500,82041,93966,4564,2716,177,41.4,4.1,2.11,1.82,37.924961,-122.054941
508100,102156,120908,5662,2860,245,70.2,5,2.12,1.92,37.919841,-122.046446
845400,129083,172281,2922,1048,43,96.3,7.9,2.67,3.57,37.92005,-122.01978
837700,127155,166231,5807,2186,0,92.7,7.2,2.56,2.61,37.911972,-122.021551
458900,54017,63278,3362,2037,185,8.2,3.1,1.85,1.76,37.888142,-122.055634
368800,74466,85751,5574,3331,485,29.5,3.7,1.81,1.86,37.90662,-122.061892
555800,78542,100777,5857,2594,189,51.2,4.9,2.29,2.09,37.923956,-122.068643
721200,108421,132953,7000,3078,94,76.7,6,2.51,2.02,37.913167,-122.083506
832300,89238,138305,4864,2054,83,73.3,5.5,2.53,1.67,37.890104,-122.080325
818800,76893,104930,4806,2168,83,48.7,4.8,2.66,2.07,37.896887,-122.049227
729300,108438,129915,4380,2096,72,68.1,5.9,2.46,2.02,37.905443,-122.043935
885300,120250,181284,3843,1489,71,80.6,6.8,2.87,2.18,37.883539,-122.03345
607100,106125,125145,5730,2084,113,76.3,6,2.98,2.33,37.730855,-121.937823
642100,135428,147869,3895,1331,30,86.7,6.6,2.94,3.56,37.745243,-121.948735
667000,114375,130110,5062,1965,35,74.4,6.6,2.98,2.18,37.740756,-121.930186
767500,119918,145172,6223,2178,39,78.4,7.2,2.81,3.27,37.796102,-121.979131
644700,120444,145229,7353,3403,101,76,5.5,2.21,1.9,37.774191,-121.947572
784800,107252,130988,5099,2006,104,57.9,5.6,3.06,2.8,37.757629,-121.949343
850100,105687,133879,6513,2320,81,56.7,5.9,3.16,1.86,37.767436,-121.928871
830200,166389,190790,4337,1470,0,95.2,7.3,2.91,3.35,37.794984,-121.936947
825200,123100,160769,6307,2510,32,94.8,6.9,2.45,2.48,37.797307,-121.966534
896600,164280,184925,5734,1846,140,90.3,7.4,3.15,2.12,37.748223,-121.969263
703400,114668,146563,2859,959,10,83.4,7,3.16,4.15,37.764404,-121.974759
668300,106217,120687,7816,3369,93,53.3,5.3,2.62,2.18,37.775732,-121.986384
856100,146488,184089,3433,1326,64,93.2,7.4,2.68,2.69,37.873027,-122.023781
903000,119856,139822,3838,1423,30,90.1,7.4,2.74,2.42,37.820019,-121.985206
968900,160903,211269,6171,2346,41,89.8,7.5,2.64,2.39,37.939348,-122.102582
926900,111947,130644,4686,1902,139,61.5,5.7,2.76,2.27,37.890228,-122.104685
940400,119020,152339,5512,2467,125,59.2,5.1,2.74,1.87,37.881033,-122.132231
340600,55677,77661,2594,2144,411,92.6,4.6,1.43,1.45,37.855214,-122.067694
232400,47990,64507,3635,3051,372,88.8,4.6,1.4,1.08,37.873621,-122.079971
583100,74244,86861,1846,1433,113,95.5,5.2,1.56,1.3,37.863462,-122.063849
972100,134663,179668,5812,2017,14,93.4,7.3,2.92,3.1,37.868732,-122.102583
997600,144833,186962,5586,1847,49,94.5,7.3,2.72,2.72,37.826888,-122.11905
895300,105391,134228,5750,2286,85,77.3,6.8,2.61,2.3,37.85273,-122.139026
827000,106875,129402,2548,1034,64,73.9,6,2.17,2.67,37.834622,-122.142939
955200,169196,212304,3521,1316,21,93.4,7.2,2.8,2.22,37.861031,-122.170606
845100,157361,198918,1859,662,11,91.4,6.5,2.64,1.59,37.887621,-122.205021
364700,84031,91544,5048,1545,120,89.3,7.6,3.02,4.12,37.971471,-121.833274
409600,98542,107136,12847,3796,381,77.5,7.5,3.29,4.63,37.961255,-121.796182
336000,84773,86523,6416,2175,121,87.9,6.8,3.5,2.55,37.976381,-121.793703
279300,84141,84808,4197,1235,12,65.9,7,3.5,4.21,37.969219,-121.768327
326700,98998,107344,6343,1918,93,73.7,6.7,3.58,4.56,37.978181,-121.776021
875200,159212,180014,11035,3438,55,87.1,7.4,3.27,2.35,37.78882,-121.907439
661700,88929,95275,4443,1738,102,26.1,4,2.86,2.71,37.764693,-121.90994
862100,171949,196987,5664,1306,24,95.3,8.2,3.63,4.68,37.767312,-121.89395
847800,189709,196928,8379,1890,76,98.3,7.8,3.78,3.42,37.753808,-121.896311
380700,75263,99548,7444,2261,427,61.7,6.5,3.73,2.67,38.011409,-121.957878
576200,117975,125648,7833,2890,73,84.2,6.6,2.61,3.38,37.940676,-121.962682
902300,163633,179046,3484,1230,21,97.5,8.2,3.04,2.33,37.919325,-122.002128
618300,122829,141132,7831,2984,183,88.5,6.6,2.71,2.73,37.948848,-121.934566
649200,118952,130631,4922,1735,19,91.1,7.2,2.83,2.51,37.929665,-121.93042
389900,80993,96148,3759,1218,55,78.5,6.1,3.57,3.03,38.02239,-122.252576
580600,108286,127591,5375,2088,25,80.7,6.9,2.7,2.51,37.980856,-122.222136
390900,77841,89844,3018,1699,220,70.7,5.2,2.16,1.62,38.051821,-122.2155
368400,56097,66063,5298,2101,200,55.3,4.6,2.63,2.72,38.03417,-122.262252
362000,63239,71234,5159,1955,197,65.2,5.1,2.93,2.99,38.00364,-122.30728
373400,77479,94396,5051,2086,251,74.7,5.4,2.66,2.36,38.002852,-122.292635
286100,70990,83219,1932,982,101,83.9,4.9,2.19,2.9,38.008576,-122.278774
474600,113545,125867,4542,1612,156,89.2,6.5,3.28,2,38.014392,-122.284189
468100,97731,104133,6148,2242,89,88.7,6.5,3.03,2.59,37.98803,-122.271142
366900,85617,94015,6726,2416,12,75.9,5.5,2.73,3.09,38.008673,-122.25553
479800,105815,116024,4702,1538,81,86.5,6.3,3.25,2.39,38.000895,-122.267919
434800,89810,112024,4576,1812,237,82.2,6.3,3.11,2.93,37.981229,-122.287954
537100,105952,120505,4326,1598,12,95.3,6.7,2.79,2.19,37.964656,-122.268957
367000,57500,70030,4626,1931,213,59.5,5.1,2.52,2.51,37.969639,-122.295291
361700,62232,81746,4475,1870,182,62.2,5,2.65,2.7,37.959948,-122.297678
430900,93611,93447,2767,1211,115,83.4,5.6,2.39,2.62,37.944617,-122.314798
346600,56506,76987,7043,2869,146,61.9,5.1,2.92,2.62,37.977805,-122.307862
402200,59542,72791,5518,1895,88,75.7,5.3,2.88,2.59,37.994153,-122.319157
258400,43312,58414,5462,1725,309,49.2,4.6,4.12,2.9,37.956494,-122.366217
354300,69682,77484,4924,2515,285,25.2,3.4,2.88,1.88,37.984213,-122.327351
307100,62604,71846,4307,1290,117,61.1,4.9,3.88,3.53,37.97589,-122.346351
212300,46415,51352,6093,1795,161,49.9,4.8,3.57,3.66,37.968766,-122.350643
346800,47482,64703,5099,2183,178,50.3,4.7,3.26,1.99,37.972867,-122.331658
336800,49118,60269,5171,1654,136,60.9,4.7,3.49,2.9,37.965824,-122.334312
227300,52392,58469,5327,1442,227,62.9,4.6,4.51,3.09,37.954255,-122.352358
286900,46328,49736,3404,941,102,42.1,4.4,4.3,3.63,37.960463,-122.352001
218400,30238,39840,6246,2585,204,30.7,3.8,2.07,2.83,37.956916,-122.338199
299100,65417,73469,2548,1088,84,57.7,4.7,2.77,2.68,37.957175,-122.323622
363900,75348,81766,2837,1240,43,74.1,5.8,2.69,3.32,37.940011,-122.321807
302800,57784,67293,5316,2128,212,64.5,4.9,2.55,2.63,37.939923,-122.330245
287700,61607,67349,7353,2516,154,67.9,4.9,2.64,3.61,37.948262,-122.339883
293500,40790,50993,4376,1272,125,49.3,4.4,4.47,3.47,37.947568,-122.353215
325700,50341,57331,4506,1972,239,52,4.4,2.51,3.4,37.93954,-122.341323
264200,38750,52201,4389,1348,186,39.2,4.4,4.67,3.73,37.9406,-122.351569
185700,25469,37673,5962,2211,294,37.4,4.7,2.89,3.12,37.940762,-122.362396
122400,38393,48803,6962,2526,429,44.7,4.2,3,3.42,37.933634,-122.362604
601600,80500,109291,3435,2004,342,57.6,5,1.99,1.69,37.923983,-122.383728
270100,33226,41510,6117,2137,413,39.3,4.3,2.93,3.4,37.928044,-122.355018
413800,57202,79843,5706,2970,647,42.1,4.1,2.09,2.46,37.918023,-122.345487
240400,56653,70085,6097,2216,393,44.2,4.8,3.44,3,37.929514,-122.335622
269800,37269,48275,6964,2819,400,40.4,4.8,2.52,2.66,37.917085,-122.324049
431300,52228,72360,4485,2190,177,57.2,4.7,2.23,2.48,37.910183,-122.311951
623200,108750,125073,3883,1699,88,89.1,6.4,2.47,2.74,37.933719,-122.314372
731700,106359,134991,2765,1170,75,89.8,6.4,2.27,2.09,37.924178,-122.295303
638000,125375,121299,1320,590,70,98.1,6.2,2.35,3.2,37.927196,-122.309968
423200,46778,60756,3317,1476,68,27.2,4.1,2.34,2.01,37.921593,-122.314225
436700,74231,92580,2532,1164,60,57.7,4.9,2.6,2.01,37.916915,-122.306795
550200,76964,90301,2576,1159,32,47.8,4.9,2.47,2.3,37.909073,-122.302404
524100,63068,78652,2002,917,36,43.7,4.4,2.21,2.58,37.903177,-122.298431
541700,47313,61543,1714,822,71,6.1,4,2.59,2.15,37.901105,-122.305815
644000,95556,103238,2229,956,50,83.7,6,2.72,1.59,37.913536,-122.293383
617400,123036,135652,1719,793,0,81.7,5.8,2.29,1.79,37.903628,-122.290895
772800,119792,138324,2556,1151,54,88.8,6.5,2.4,1.71,37.906113,-122.283633
756800,140709,153314,2451,1155,84,89.8,6.1,2.26,2.61,37.908909,-122.275849
350100,76837,89500,10605,3383,195,70.8,5.2,3.42,2.95,37.994648,-122.33662
